measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Latin America and Caribbean,Both,40-44 years,Ebola,Rate,2019,0,0,0
Deaths,Latin America and Caribbean,Both,45-49 years,Ebola,Rate,2019,0,0,0
Deaths,Latin America and Caribbean,Both,50-54 years,Ebola,Rate,2019,0,0,0
Deaths,Latin America and Caribbean,Both,55-59 years,Ebola,Rate,2019,0,0,0
Deaths,Latin America and Caribbean,Both,60-64 years,Ebola,Rate,2019,0,0,0
Deaths,Latin America and Caribbean,Both,65-69 years,Ebola,Rate,2019,0,0,0
Deaths,Latin America and Caribbean,Both,70-74 years,Ebola,Rate,2019,0,0,0
Deaths,Latin America and Caribbean,Both,75-79 years,Ebola,Rate,2019,0,0,0
Deaths,Latin America and Caribbean,Both,80+ years,Ebola,Rate,2019,0,0,0
Deaths,Latin America and Caribbean,Both,<1 year,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,1-4 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,5-9 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,10-14 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,15-19 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,20-24 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,25-29 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,30-34 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,35-39 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,40-44 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,45-49 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,50-54 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,55-59 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,60-64 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,65-69 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,70-74 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,75-79 years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,80+ years,Ebola,Rate,2019,0,0,0
Deaths,North Africa and Middle East,Both,<1 year,Ebola,Rate,2019,0,0,0
Deaths,"Southeast Asia, East Asia, and Oceania",Both,1-4 years,Measles,Rate,2019,3.212537789,6.69226604,1.243138764
Deaths,"Southeast Asia, East Asia, and Oceania",Both,5-9 years,Measles,Rate,2019,0.446189399,0.958641047,0.16606204
Deaths,"Southeast Asia, East Asia, and Oceania",Both,10-14 years,Measles,Rate,2019,0.120963588,0.268712362,0.04384707
Deaths,"Southeast Asia, East Asia, and Oceania",Both,15-19 years,Measles,Rate,2019,0.046481035,0.104871807,0.016429634
Deaths,"Southeast Asia, East Asia, and Oceania",Both,20-24 years,Measles,Rate,2019,0.02383729,0.053925633,0.008529038
Deaths,"Southeast Asia, East Asia, and Oceania",Both,25-29 years,Measles,Rate,2019,0.011013855,0.025279936,0.003898993
Deaths,"Southeast Asia, East Asia, and Oceania",Both,30-34 years,Measles,Rate,2019,0.006642108,0.015172474,0.002333161
Deaths,"Southeast Asia, East Asia, and Oceania",Both,35-39 years,Measles,Rate,2019,0.004947937,0.011306527,0.001720971
Deaths,"Southeast Asia, East Asia, and Oceania",Both,40-44 years,Measles,Rate,2019,0.003733012,0.008518486,0.001285251
Deaths,"Southeast Asia, East Asia, and Oceania",Both,45-49 years,Measles,Rate,2019,0.002630737,0.005961724,0.000919306
Deaths,"Southeast Asia, East Asia, and Oceania",Both,50-54 years,Measles,Rate,2019,0.002143103,0.004859066,0.000749356
Deaths,"Southeast Asia, East Asia, and Oceania",Both,55-59 years,Measles,Rate,2019,0.002567471,0.005850283,0.000898725
Deaths,"Southeast Asia, East Asia, and Oceania",Both,60-64 years,Measles,Rate,2019,0,0,0
Deaths,"Southeast Asia, East Asia, and Oceania",Both,65-69 years,Measles,Rate,2019,0,0,0
Deaths,"Southeast Asia, East Asia, and Oceania",Both,70-74 years,Measles,Rate,2019,0,0,0
Deaths,"Southeast Asia, East Asia, and Oceania",Both,75-79 years,Measles,Rate,2019,0,0,0
Deaths,"Southeast Asia, East Asia, and Oceania",Both,80+ years,Measles,Rate,2019,0,0,0
Deaths,"Southeast Asia, East Asia, and Oceania",Both,<1 year,Measles,Rate,2019,5.376094599,11.61933153,1.95488363
Deaths,South Asia,Both,1-4 years,Tuberculosis,Rate,2019,3.560365501,4.52845083,2.79866505
Deaths,South Asia,Both,5-9 years,Tuberculosis,Rate,2019,1.795560707,2.324290207,1.334614108
Deaths,South Asia,Both,10-14 years,Tuberculosis,Rate,2019,1.829794935,2.300811299,1.39648734
Deaths,South Asia,Both,15-19 years,Tuberculosis,Rate,2019,3.970314112,4.649834464,3.315149309
Deaths,South Asia,Both,20-24 years,Tuberculosis,Rate,2019,7.325327943,8.563896075,6.285652565
Deaths,South Asia,Both,25-29 years,Tuberculosis,Rate,2019,11.2492633,12.87884273,9.799354761
Deaths,South Asia,Both,30-34 years,Tuberculosis,Rate,2019,17.00494735,19.4640814,14.943579
Deaths,South Asia,Both,35-39 years,Tuberculosis,Rate,2019,23.74366008,27.37188273,20.59246369
Deaths,South Asia,Both,40-44 years,Tuberculosis,Rate,2019,30.9369385,36.25830597,26.44008922
Deaths,South Asia,Both,45-49 years,Tuberculosis,Rate,2019,39.62533741,47.06950201,33.29995938
Deaths,South Asia,Both,50-54 years,Tuberculosis,Rate,2019,57.28369867,68.62822044,47.78974062
Deaths,South Asia,Both,55-59 years,Tuberculosis,Rate,2019,76.05357855,90.98445499,63.57780318
Deaths,South Asia,Both,60-64 years,Tuberculosis,Rate,2019,90.83463721,106.9170028,77.05969476
Deaths,South Asia,Both,65-69 years,Tuberculosis,Rate,2019,114.4472125,132.981151,98.61469696
Deaths,South Asia,Both,70-74 years,Tuberculosis,Rate,2019,158.9260704,184.4541641,134.3500659
Deaths,South Asia,Both,75-79 years,Tuberculosis,Rate,2019,201.9176138,240.1302963,171.9778272
Deaths,South Asia,Both,80+ years,Tuberculosis,Rate,2019,310.9338097,367.5749546,265.4908587
Deaths,South Asia,Both,<1 year,Tuberculosis,Rate,2019,18.10701893,24.02695469,13.48665686
Deaths,South Asia,Both,1-4 years,HIV/AIDS,Rate,2019,0.621191789,3.672001643,0.143855078
Deaths,South Asia,Both,5-9 years,HIV/AIDS,Rate,2019,0.293593979,0.494711174,0.202722576
Deaths,South Asia,Both,10-14 years,HIV/AIDS,Rate,2019,0.248255801,0.385514949,0.18164288
Deaths,South Asia,Both,15-19 years,HIV/AIDS,Rate,2019,0.792481858,1.225804453,0.495112658
Deaths,South Asia,Both,20-24 years,HIV/AIDS,Rate,2019,1.414448767,2.46741811,0.815913689
Deaths,South Asia,Both,25-29 years,HIV/AIDS,Rate,2019,3.307613919,6.024886041,1.647882047
Deaths,South Asia,Both,30-34 years,HIV/AIDS,Rate,2019,5.611513791,9.444931747,3.743370816
Deaths,South Asia,Both,35-39 years,HIV/AIDS,Rate,2019,6.700918819,10.55007127,4.413067976
Deaths,South Asia,Both,40-44 years,HIV/AIDS,Rate,2019,7.055413682,10.11199985,5.771551823
Deaths,South Asia,Both,45-49 years,HIV/AIDS,Rate,2019,6.62139026,10.17667202,4.665178691
Deaths,South Asia,Both,50-54 years,HIV/AIDS,Rate,2019,5.736284058,8.177913867,4.380859179
Deaths,South Asia,Both,55-59 years,HIV/AIDS,Rate,2019,3.409409829,5.784352002,2.206856818
Deaths,South Asia,Both,60-64 years,HIV/AIDS,Rate,2019,2.315767603,4.644056637,1.292546347
Deaths,South Asia,Both,65-69 years,HIV/AIDS,Rate,2019,1.49017524,4.156700334,0.722028825
Deaths,South Asia,Both,70-74 years,HIV/AIDS,Rate,2019,0.811134546,2.929820576,0.295873819
Deaths,South Asia,Both,75-79 years,HIV/AIDS,Rate,2019,0.361967023,1.322429044,0.11398285
Deaths,South Asia,Both,80+ years,HIV/AIDS,Rate,2019,0.084798252,0.362637501,0.021773913
Deaths,South Asia,Both,<1 year,HIV/AIDS,Rate,2019,5.418182044,9.660174094,3.558898097
Deaths,North Africa and Middle East,Both,1-4 years,Tuberculosis,Rate,2019,0.550391796,0.827105563,0.328000209
Deaths,North Africa and Middle East,Both,5-9 years,Tuberculosis,Rate,2019,0.278317191,0.379339869,0.198177727
Deaths,North Africa and Middle East,Both,10-14 years,Tuberculosis,Rate,2019,0.223981162,0.299604085,0.168692966
Deaths,North Africa and Middle East,Both,15-19 years,Tuberculosis,Rate,2019,0.393649549,0.532805684,0.278382593
Deaths,North Africa and Middle East,Both,20-24 years,Tuberculosis,Rate,2019,0.91775455,1.262261698,0.675805777
Deaths,North Africa and Middle East,Both,25-29 years,Tuberculosis,Rate,2019,1.418465411,1.923763516,1.057966535
Deaths,North Africa and Middle East,Both,30-34 years,Tuberculosis,Rate,2019,1.438927245,1.882187412,1.091452009
Deaths,North Africa and Middle East,Both,35-39 years,Tuberculosis,Rate,2019,1.867428694,2.40863888,1.427982663
Deaths,North Africa and Middle East,Both,40-44 years,Tuberculosis,Rate,2019,2.125026276,2.797185257,1.598358445
Deaths,North Africa and Middle East,Both,45-49 years,Tuberculosis,Rate,2019,3.42781123,4.446986809,2.674630565
Deaths,North Africa and Middle East,Both,50-54 years,Tuberculosis,Rate,2019,4.154098881,5.404535113,3.158898456
Deaths,North Africa and Middle East,Both,55-59 years,Tuberculosis,Rate,2019,4.864273818,6.566969358,3.783463183
Deaths,North Africa and Middle East,Both,60-64 years,Tuberculosis,Rate,2019,7.484591327,10.15206411,5.983837113
Deaths,North Africa and Middle East,Both,65-69 years,Tuberculosis,Rate,2019,9.775675393,12.55359383,7.85882812
Deaths,North Africa and Middle East,Both,70-74 years,Tuberculosis,Rate,2019,16.26255898,20.63142946,13.2897777
Deaths,North Africa and Middle East,Both,75-79 years,Tuberculosis,Rate,2019,22.78296594,29.69087669,18.44769492
Deaths,North Africa and Middle East,Both,80+ years,Tuberculosis,Rate,2019,37.54179184,49.59103067,30.53580926
Deaths,North Africa and Middle East,Both,<1 year,Tuberculosis,Rate,2019,2.740471812,3.967048166,1.803646945
Deaths,North Africa and Middle East,Both,1-4 years,HIV/AIDS,Rate,2019,1.113248991,4.32660642,0.332301912
Deaths,North Africa and Middle East,Both,5-9 years,HIV/AIDS,Rate,2019,0.149183148,0.331574329,0.067645419
Deaths,North Africa and Middle East,Both,10-14 years,HIV/AIDS,Rate,2019,0.104580836,0.250625783,0.049992981
Deaths,North Africa and Middle East,Both,15-19 years,HIV/AIDS,Rate,2019,0.361794458,0.847692373,0.175002663
Deaths,North Africa and Middle East,Both,20-24 years,HIV/AIDS,Rate,2019,0.65997978,1.459361522,0.349441219
Deaths,South Asia,Both,1-4 years,Meningitis,Rate,2019,6.749766561,8.869675102,5.017046148
Deaths,South Asia,Both,5-9 years,Meningitis,Rate,2019,2.202399953,2.795783239,1.62162956
Deaths,South Asia,Both,10-14 years,Meningitis,Rate,2019,1.435087699,1.765895678,1.11964312
Deaths,South Asia,Both,15-19 years,Meningitis,Rate,2019,1.214620164,1.446365356,1.010536421
Deaths,South Asia,Both,20-24 years,Meningitis,Rate,2019,1.073257104,1.270777203,0.902640628
Deaths,South Asia,Both,25-29 years,Meningitis,Rate,2019,1.116159128,1.307020142,0.936572237
Deaths,South Asia,Both,30-34 years,Meningitis,Rate,2019,1.178079098,1.381187481,0.998122036
Deaths,South Asia,Both,35-39 years,Meningitis,Rate,2019,1.26385188,1.536132937,1.058223361
Deaths,South Asia,Both,40-44 years,Meningitis,Rate,2019,1.582969324,1.885732355,1.312120078
Deaths,South Asia,Both,45-49 years,Meningitis,Rate,2019,2.204448953,2.638972633,1.814998913
Deaths,South Asia,Both,50-54 years,Meningitis,Rate,2019,2.912653008,3.481499976,2.36181389
Deaths,South Asia,Both,55-59 years,Meningitis,Rate,2019,3.484487392,4.193983267,2.862737454
Deaths,South Asia,Both,60-64 years,Meningitis,Rate,2019,3.541800704,4.244472323,2.935991167
Deaths,South Asia,Both,65-69 years,Meningitis,Rate,2019,4.384786305,5.218329123,3.635382626
Deaths,South Asia,Both,70-74 years,Meningitis,Rate,2019,6.349860164,7.54710545,5.276802867
Deaths,South Asia,Both,75-79 years,Meningitis,Rate,2019,8.9440598,10.66789953,7.432464751
Deaths,South Asia,Both,80+ years,Meningitis,Rate,2019,15.07553381,17.72777807,12.35284463
Deaths,South Asia,Both,<1 year,Meningitis,Rate,2019,38.38609931,52.2103806,28.13010801
Deaths,South Asia,Both,1-4 years,Measles,Rate,2019,3.906280902,8.901656826,1.31765163
Deaths,South Asia,Both,5-9 years,Measles,Rate,2019,0.563846929,1.32554856,0.183793448
Deaths,South Asia,Both,10-14 years,Measles,Rate,2019,0.149973098,0.347010636,0.048439106
Deaths,South Asia,Both,15-19 years,Measles,Rate,2019,0.062758518,0.143959367,0.019612985
Deaths,South Asia,Both,20-24 years,Measles,Rate,2019,0.035397709,0.081573015,0.011248304
Deaths,South Asia,Both,25-29 years,Measles,Rate,2019,0.018952058,0.043561974,0.00596456
Deaths,South Asia,Both,30-34 years,Measles,Rate,2019,0.012683742,0.029463519,0.004002317
Deaths,South Asia,Both,35-39 years,Measles,Rate,2019,0.008830248,0.020207993,0.002786975
Deaths,South Asia,Both,40-44 years,Measles,Rate,2019,0.006956121,0.015889814,0.002253875
Deaths,South Asia,Both,45-49 years,Measles,Rate,2019,0.005511857,0.012687242,0.001786484
Deaths,South Asia,Both,50-54 years,Measles,Rate,2019,0.00485597,0.011192051,0.001588666
Deaths,South Asia,Both,55-59 years,Measles,Rate,2019,0.005451049,0.012836833,0.001765345
Deaths,South Asia,Both,60-64 years,Measles,Rate,2019,0,0,0
Deaths,South Asia,Both,65-69 years,Measles,Rate,2019,0,0,0
Deaths,South Asia,Both,70-74 years,Measles,Rate,2019,0,0,0
Deaths,South Asia,Both,75-79 years,Measles,Rate,2019,0,0,0
Deaths,South Asia,Both,80+ years,Measles,Rate,2019,0,0,0
Deaths,South Asia,Both,<1 year,Measles,Rate,2019,6.23290544,14.18757099,1.95238364
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,1-4 years,Meningitis,Rate,2019,0.79280334,0.982357614,0.652809598
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,5-9 years,Meningitis,Rate,2019,0.247955404,0.279570392,0.220564473
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,10-14 years,Meningitis,Rate,2019,0.218758622,0.248099612,0.193778599
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,15-19 years,Meningitis,Rate,2019,0.251525296,0.283357326,0.222695724
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,20-24 years,Meningitis,Rate,2019,0.27985141,0.315011116,0.245639814
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,25-29 years,Meningitis,Rate,2019,0.332498293,0.372166186,0.297298204
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,30-34 years,Meningitis,Rate,2019,0.444761969,0.492848418,0.396482517
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,35-39 years,Meningitis,Rate,2019,0.529254612,0.592746649,0.465708647
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,40-44 years,Meningitis,Rate,2019,0.5706422,0.641152523,0.510846925
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,45-49 years,Meningitis,Rate,2019,0.649327338,0.729572473,0.573017172
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,50-54 years,Meningitis,Rate,2019,0.685101359,0.76312109,0.60618423
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,55-59 years,Meningitis,Rate,2019,0.805850149,0.897671522,0.719814067
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,60-64 years,Meningitis,Rate,2019,0.854950729,0.95004876,0.761787522
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,65-69 years,Meningitis,Rate,2019,0.882047988,0.97254843,0.796659433
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,70-74 years,Meningitis,Rate,2019,0.937778112,1.025872277,0.843895106
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,75-79 years,Meningitis,Rate,2019,1.074107653,1.179237536,0.965687634
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,80+ years,Meningitis,Rate,2019,1.441619585,1.593740105,1.241243476
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,<1 year,Meningitis,Rate,2019,5.225256141,6.642180274,4.169526961
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,1-4 years,Measles,Rate,2019,0.020861011,0.029855306,0.01438447
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,5-9 years,Measles,Rate,2019,0.003349521,0.004583834,0.002415409
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,10-14 years,Measles,Rate,2019,0.001348135,0.001870207,0.000971342
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,15-19 years,Measles,Rate,2019,0.000841413,0.001268154,0.000544598
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,20-24 years,Measles,Rate,2019,0.000435481,0.000581382,0.000317686
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,25-29 years,Measles,Rate,2019,0.000382041,0.000623503,0.000211245
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,30-34 years,Measles,Rate,2019,0.000189827,0.000253469,0.000150357
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,35-39 years,Measles,Rate,2019,0.000177561,0.000227673,0.00014459
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,40-44 years,Measles,Rate,2019,0.000170781,0.000246493,0.000133372
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,45-49 years,Measles,Rate,2019,0.000267684,0.000578732,0.000161558
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,50-54 years,Measles,Rate,2019,0.000359943,0.000765678,0.000148164
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,55-59 years,Measles,Rate,2019,0.000395201,0.0008288,0.000221789
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,60-64 years,Measles,Rate,2019,0,0,0
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,65-69 years,Measles,Rate,2019,0,0,0
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,70-74 years,Measles,Rate,2019,0,0,0
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,75-79 years,Measles,Rate,2019,0,0,0
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,80+ years,Measles,Rate,2019,0,0,0
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,<1 year,Measles,Rate,2019,0.033770066,0.049913297,0.021888574
Deaths,Sub-Saharan Africa,Both,1-4 years,Ebola,Rate,2019,0.204727026,0.241637684,0.16787536
Deaths,Sub-Saharan Africa,Both,5-9 years,Ebola,Rate,2019,0.077406995,0.091362862,0.063473433
Deaths,Sub-Saharan Africa,Both,10-14 years,Ebola,Rate,2019,0.065661818,0.077500123,0.053842434
Deaths,Sub-Saharan Africa,Both,15-19 years,Ebola,Rate,2019,0.117598953,0.138801111,0.096430681
Deaths,Sub-Saharan Africa,Both,20-24 years,Ebola,Rate,2019,0.223597455,0.2639103,0.183349038
Deaths,Sub-Saharan Africa,Both,25-29 years,Ebola,Rate,2019,0.398307364,0.470119019,0.326610479
Deaths,Sub-Saharan Africa,Both,30-34 years,Ebola,Rate,2019,0.489349276,0.577575065,0.401264491
Deaths,Sub-Saharan Africa,Both,35-39 years,Ebola,Rate,2019,0.770740095,0.909698415,0.632003861
Deaths,Sub-Saharan Africa,Both,40-44 years,Ebola,Rate,2019,0.831268729,0.981139881,0.681637104
Deaths,Sub-Saharan Africa,Both,45-49 years,Ebola,Rate,2019,1.103070584,1.301945452,0.904513561
Deaths,Sub-Saharan Africa,Both,50-54 years,Ebola,Rate,2019,0.82508866,0.973845594,0.676569471
Deaths,Sub-Saharan Africa,Both,55-59 years,Ebola,Rate,2019,1.021935369,1.206182202,0.837983002
Deaths,Sub-Saharan Africa,Both,60-64 years,Ebola,Rate,2019,1.038830898,1.226123861,0.85183727
Deaths,Sub-Saharan Africa,Both,65-69 years,Ebola,Rate,2019,0.749187055,0.884259533,0.614330453
Deaths,Sub-Saharan Africa,Both,70-74 years,Ebola,Rate,2019,0.283536887,0.334656336,0.232499137
Deaths,Sub-Saharan Africa,Both,75-79 years,Ebola,Rate,2019,0.085731347,0.101188028,0.070299369
Deaths,Sub-Saharan Africa,Both,80+ years,Ebola,Rate,2019,0.388690399,0.458768192,0.318724606
Deaths,Sub-Saharan Africa,Both,<1 year,Ebola,Rate,2019,0.159208737,0.187912808,0.130550541
Deaths,High-income,Both,1-4 years,Meningitis,Rate,2019,0.301841794,0.340285599,0.262532999
Deaths,High-income,Both,5-9 years,Meningitis,Rate,2019,0.095312505,0.103417329,0.08753821
Deaths,High-income,Both,10-14 years,Meningitis,Rate,2019,0.082679707,0.089227396,0.076808692
Deaths,High-income,Both,15-19 years,Meningitis,Rate,2019,0.124466024,0.133566341,0.116599383
Deaths,High-income,Both,20-24 years,Meningitis,Rate,2019,0.111733625,0.121250503,0.102575258
Deaths,High-income,Both,25-29 years,Meningitis,Rate,2019,0.112540223,0.12099246,0.101647201
Deaths,High-income,Both,30-34 years,Meningitis,Rate,2019,0.130411087,0.140474517,0.118550686
Deaths,High-income,Both,35-39 years,Meningitis,Rate,2019,0.147364555,0.158104697,0.135399029
Deaths,High-income,Both,40-44 years,Meningitis,Rate,2019,0.182743238,0.193902062,0.172167568
Deaths,High-income,Both,45-49 years,Meningitis,Rate,2019,0.231510568,0.244677802,0.219211377
Deaths,High-income,Both,50-54 years,Meningitis,Rate,2019,0.238703,0.252459533,0.225617263
Deaths,High-income,Both,55-59 years,Meningitis,Rate,2019,0.306882374,0.323619837,0.288291127
Deaths,High-income,Both,60-64 years,Meningitis,Rate,2019,0.392693318,0.41577094,0.370721904
Deaths,High-income,Both,65-69 years,Meningitis,Rate,2019,0.485447304,0.513976273,0.457041026
Deaths,High-income,Both,70-74 years,Meningitis,Rate,2019,0.647106788,0.685337346,0.607042923
Deaths,High-income,Both,75-79 years,Meningitis,Rate,2019,0.919552646,0.97862282,0.848731779
Deaths,High-income,Both,80+ years,Meningitis,Rate,2019,1.709945818,1.876663806,1.420005059
Deaths,High-income,Both,<1 year,Meningitis,Rate,2019,2.17083217,2.525813804,1.827226809
Deaths,High-income,Both,1-4 years,Measles,Rate,2019,0.002216519,0.003024624,0.001475266
Deaths,High-income,Both,5-9 years,Measles,Rate,2019,0.000991833,0.001520989,0.000436759
Deaths,High-income,Both,10-14 years,Measles,Rate,2019,0.000558688,0.00091469,0.000209548
Deaths,High-income,Both,15-19 years,Measles,Rate,2019,0.000569365,0.001032348,0.00017985
Deaths,High-income,Both,20-24 years,Measles,Rate,2019,0.000292748,0.000436991,9.32E-05
Deaths,High-income,Both,25-29 years,Measles,Rate,2019,0.000247175,0.000338493,7.67E-05
Deaths,High-income,Both,30-34 years,Measles,Rate,2019,0.000169002,0.000242901,7.34E-05
Deaths,High-income,Both,35-39 years,Measles,Rate,2019,0.000149407,0.000251338,6.99E-05
Deaths,High-income,Both,40-44 years,Measles,Rate,2019,0.000168684,0.000220203,7.06E-05
Deaths,High-income,Both,45-49 years,Measles,Rate,2019,0.000178913,0.000274844,7.01E-05
Deaths,High-income,Both,50-54 years,Measles,Rate,2019,0.000232306,0.000520136,7.65E-05
Deaths,High-income,Both,55-59 years,Measles,Rate,2019,0.000302897,0.000580602,7.32E-05
Deaths,High-income,Both,60-64 years,Measles,Rate,2019,0,0,0
Deaths,High-income,Both,65-69 years,Measles,Rate,2019,0,0,0
Deaths,High-income,Both,70-74 years,Measles,Rate,2019,0,0,0
Deaths,High-income,Both,75-79 years,Measles,Rate,2019,0,0,0
Deaths,High-income,Both,80+ years,Measles,Rate,2019,0,0,0
Deaths,High-income,Both,<1 year,Measles,Rate,2019,0.004489019,0.006149379,0.002878516
Deaths,Latin America and Caribbean,Both,1-4 years,Tuberculosis,Rate,2019,0.598335885,0.785895941,0.454689274
Deaths,Latin America and Caribbean,Both,5-9 years,Tuberculosis,Rate,2019,0.200604888,0.241369824,0.163985729
Deaths,Latin America and Caribbean,Both,10-14 years,Tuberculosis,Rate,2019,0.21860312,0.259332205,0.1810788
Deaths,Latin America and Caribbean,Both,15-19 years,Tuberculosis,Rate,2019,0.540730813,0.644883683,0.44626396
Deaths,Latin America and Caribbean,Both,20-24 years,Tuberculosis,Rate,2019,1.189201071,1.439689233,0.996481772
Deaths,Latin America and Caribbean,Both,25-29 years,Tuberculosis,Rate,2019,1.620594294,1.905824046,1.3740462
Deaths,Latin America and Caribbean,Both,30-34 years,Tuberculosis,Rate,2019,1.963112556,2.305869092,1.675334627
Deaths,Latin America and Caribbean,Both,35-39 years,Tuberculosis,Rate,2019,2.38538789,2.774451804,2.062035081
Deaths,Latin America and Caribbean,Both,40-44 years,Tuberculosis,Rate,2019,3.044635875,3.539789434,2.620425887
Deaths,Latin America and Caribbean,Both,45-49 years,Tuberculosis,Rate,2019,3.7544544,4.364974043,3.28733687
Deaths,Latin America and Caribbean,Both,50-54 years,Tuberculosis,Rate,2019,4.660883467,5.385432906,4.069201413
Deaths,Latin America and Caribbean,Both,55-59 years,Tuberculosis,Rate,2019,5.682170199,6.553917592,4.98103773
Deaths,Latin America and Caribbean,Both,60-64 years,Tuberculosis,Rate,2019,7.019590221,7.990256601,6.170654849
Deaths,Latin America and Caribbean,Both,65-69 years,Tuberculosis,Rate,2019,8.89831322,10.2179035,7.799783782
Deaths,Latin America and Caribbean,Both,70-74 years,Tuberculosis,Rate,2019,11.79749237,13.62792717,10.22628358
Deaths,Latin America and Caribbean,Both,75-79 years,Tuberculosis,Rate,2019,15.55374663,17.80606634,13.50407454
Deaths,Latin America and Caribbean,Both,80+ years,Tuberculosis,Rate,2019,21.02882626,23.94300714,17.33274634
Deaths,Latin America and Caribbean,Both,<1 year,Tuberculosis,Rate,2019,2.426359439,3.166559896,1.809077012
Deaths,Latin America and Caribbean,Both,1-4 years,HIV/AIDS,Rate,2019,2.968431621,5.419573771,1.863548536
Deaths,Latin America and Caribbean,Both,5-9 years,HIV/AIDS,Rate,2019,0.739973404,0.899488923,0.618286917
Deaths,Latin America and Caribbean,Both,10-14 years,HIV/AIDS,Rate,2019,0.657793853,0.762945262,0.564110009
Deaths,Latin America and Caribbean,Both,15-19 years,HIV/AIDS,Rate,2019,1.28648628,1.611450134,1.010786022
Deaths,Latin America and Caribbean,Both,20-24 years,HIV/AIDS,Rate,2019,3.29362016,3.769338036,3.001223198
Deaths,Latin America and Caribbean,Both,25-29 years,HIV/AIDS,Rate,2019,7.574397007,8.885117032,6.863763074
Deaths,Latin America and Caribbean,Both,30-34 years,HIV/AIDS,Rate,2019,11.36268108,12.86099258,10.40486514
Deaths,Latin America and Caribbean,Both,35-39 years,HIV/AIDS,Rate,2019,13.94686973,15.62779873,12.64945033
Deaths,Latin America and Caribbean,Both,40-44 years,HIV/AIDS,Rate,2019,14.99367227,16.2410561,14.02589299
Deaths,Latin America and Caribbean,Both,45-49 years,HIV/AIDS,Rate,2019,15.20571429,16.52495742,14.2348536
Deaths,Latin America and Caribbean,Both,50-54 years,HIV/AIDS,Rate,2019,12.50389672,13.31498254,11.81306211
Deaths,Latin America and Caribbean,Both,55-59 years,HIV/AIDS,Rate,2019,10.92639736,11.57827104,10.33976704
Deaths,Latin America and Caribbean,Both,60-64 years,HIV/AIDS,Rate,2019,8.953906925,9.697721546,8.400754836
